393,393,394,394,323,345,415,416,417,253,253,253,257,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,266,265,253,253,267,253,253,253,266,268,253,253,253,253,253,253,253,253
393,394,393,395,345,417,253,253,253,253,253,253,253,253,253,253,253,253,253,253,279,253,253,256,253,253,253,253,253,253,253,267,253,266,253,253,253,267,268,253,265,268,266,268,253,253,253,253
416,416,416,416,417,253,253,253,253,253,253,253,253,254,253,253,253,253,253,253,253,253,253,253,253,253,253,265,253,154,155,155,155,155,155,156,154,155,155,156,253,267,253,268,266,253,268,253
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,266,267,253,253,154,204,177,177,177,177,177,203,204,177,177,203,155,155,155,156,268,265,268,268
253,253,253,253,253,253,253,253,253,253,253,253,253,253,278,253,253,253,253,253,253,265,265,267,253,266,154,155,204,177,181,199,199,182,177,177,177,177,177,177,177,177,177,203,155,155,156,253
253,253,268,267,253,253,253,253,253,255,253,253,253,253,253,253,265,253,253,253,265,267,268,268,154,155,204,177,177,177,178,253,253,198,199,199,199,199,199,199,182,177,177,177,177,177,203,155
266,267,265,267,267,268,253,253,253,253,253,253,253,267,267,266,266,268,266,265,266,154,155,155,204,177,177,177,181,199,200,265,267,253,253,253,253,253,253,253,198,199,199,182,177,177,177,177
155,155,155,156,266,265,267,266,253,253,268,266,266,265,266,267,266,265,154,155,155,204,177,177,177,177,181,199,200,253,266,253,253,253,266,266,253,266,268,265,253,253,253,198,199,182,177,177
177,177,177,203,155,155,156,268,268,266,265,266,265,268,154,155,155,155,204,177,177,177,177,181,199,199,200,265,268,253,253,253,253,253,265,253,253,253,253,253,265,253,268,253,253,198,182,177
177,177,177,177,177,177,203,155,156,268,267,266,154,155,204,177,177,177,177,177,177,181,199,200,253,266,253,267,266,266,265,253,253,253,253,253,253,253,253,253,268,253,265,253,253,253,198,199
199,199,182,177,177,177,177,177,203,155,155,155,204,177,177,177,177,181,199,199,199,200,253,253,253,253,265,253,253,253,268,143,144,144,145,253,253,253,253,253,253,253,253,253,265,267,253,253
268,265,198,199,199,182,177,177,177,177,177,177,177,177,177,181,199,200,253,266,253,253,265,253,267,253,253,265,266,267,143,193,274,274,167,267,268,253,253,253,253,253,253,253,253,253,266,253
266,266,266,268,267,198,199,182,177,177,177,181,199,199,199,200,253,266,267,253,267,265,253,268,266,253,253,253,265,268,165,274,273,274,167,253,253,253,253,253,254,253,253,253,253,253,253,253
253,253,253,265,266,268,253,198,199,199,199,200,268,268,268,266,253,267,253,253,253,253,253,253,253,253,253,253,267,253,169,188,171,274,167,267,266,253,253,253,253,253,253,277,253,253,253,253
253,253,253,253,268,268,266,253,253,266,266,253,265,253,253,268,253,253,253,253,253,253,253,279,253,253,253,253,267,268,191,145,165,274,192,145,267,253,253,253,253,253,253,253,253,253,253,253
253,253,253,253,253,253,266,266,267,253,267,253,267,253,253,253,253,253,255,253,253,253,253,253,253,253,253,253,265,266,187,152,193,271,170,189,266,253,368,369,369,369,369,369,369,369,369,369
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,253,253,253,253,253,266,253,253,266,187,188,188,189,267,268,253,390,253,253,253,253,253,253,253,253,253
253,253,256,253,253,253,253,368,369,369,369,369,369,369,369,369,370,253,253,277,253,253,253,253,253,279,253,253,253,267,253,267,253,253,253,253,253,253,390,253,253,253,253,253,253,253,256,253
253,253,253,253,253,253,253,390,253,253,253,253,253,253,253,253,392,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,278,253,253,253,390,253,257,253,253,253,253,253,253,253
369,369,369,369,369,369,370,390,253,253,277,253,253,254,253,253,392,253,253,253,253,253,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,390,253,253,253,253,253,253,253,253,253
253,253,253,253,253,253,392,390,253,253,253,253,253,253,253,253,392,368,369,369,369,369,369,369,369,369,369,370,253,253,253,253,253,253,253,253,253,253,390,253,253,253,253,253,253,253,253,253
253,254,253,253,253,253,392,390,253,257,253,253,253,253,253,253,392,390,253,253,253,253,253,253,253,253,253,392,368,369,369,369,369,369,369,369,369,370,390,253,253,253,253,255,253,253,277,253
253,253,253,278,253,253,392,390,253,253,253,253,253,253,253,253,392,390,253,253,253,253,255,253,256,253,253,392,390,253,278,253,253,254,253,253,253,392,390,253,253,253,253,253,253,253,253,253
253,253,253,253,253,253,392,390,253,253,253,253,253,253,278,253,392,390,253,253,253,253,253,253,253,277,253,392,390,253,253,253,253,253,253,253,253,392,390,253,253,253,253,253,253,253,253,253
